Distribution of estimated Rho values

Shuffle   Rho    Lkmax      G4     corr(r2,d)   corr(D',d)

   1     4.605  -10778564.169  30979962  -0.00028  -0.00226
   2     4.595  -10778396.799  33020018   0.00278  -0.01048
   3     4.585  -10778541.173  31528150   0.00789  -0.00298
   4     4.685  -10778471.827  31042875   0.00114  -0.00065
   5     4.675  -10778567.937  30099310  -0.00058   0.00507
   6     4.515  -10778523.928  31179881   0.00500  -0.00149
   7     4.735  -10778449.251  29257132  -0.00884   0.00784
   8     4.755  -10778496.413  30024376   0.00039   0.00320
   9     4.685  -10778360.434  30578900  -0.00419   0.00265
  10     4.755  -10778415.544  32481611   0.00338  -0.00744
  11     4.645  -10778486.477  29830186   0.00206   0.00592
  12     4.525  -10778638.557  30569552   0.00912   0.00327
  13     4.655  -10778627.308  29275919  -0.00508   0.00609
  14     4.615  -10778398.666  30937382  -0.00501   0.00287
  15     4.474  -10778468.281  31355328   0.00087   0.00005
  16     4.645  -10778476.539  31749935   0.00245  -0.00307
  17     4.815  -10778590.341  30181064  -0.00161   0.00443
  18     4.695  -10778412.430  32421902   0.00081  -0.00405
  19     4.705  -10778538.162  30666463   0.00252   0.00095
  20     4.685  -10778540.702  29837729   0.00288   0.00577
  21     4.705  -10778517.364  30494460  -0.00106   0.00242
  22     4.715  -10778534.493  29886695  -0.00358   0.00362
  23     4.505  -10778373.354  33458795  -0.00370  -0.01104
  24     4.535  -10778545.054  31005009  -0.00062  -0.00034
  25     4.905  -10778564.300  28218753  -0.01365   0.01096
  26     4.795  -10778369.953  30112549  -0.00463   0.00583
  27     4.605  -10778295.453  32581459  -0.00288  -0.00730
  28     4.605  -10778396.349  31931742  -0.00341  -0.00592
  29     4.555  -10778594.379  28630590  -0.00146   0.01242
  30     4.595  -10778781.303  28581903   0.00587   0.01090
  31     4.655  -10778586.596  30509990  -0.00298   0.00267
  32     4.725  -10778577.298  29950526  -0.00264   0.00431
  33     4.735  -10778336.577  31539355  -0.00680  -0.00264
  34     4.695  -10778405.449  31650524   0.00615  -0.00472
  35     4.615  -10778453.194  32763864   0.00684  -0.00539
  36     4.755  -10778597.077  29409796   0.00512   0.00832
  37     4.725  -10778569.770  29924636   0.01076   0.00568
  38     4.615  -10778637.548  29559765  -0.00035   0.00657
  39     4.825  -10778456.628  30790603  -0.00532   0.00124
  40     4.595  -10778463.971  30993649   0.00315   0.00109
  41     4.765  -10778340.159  31401858  -0.00443  -0.00086
  42     4.775  -10778392.760  29767334  -0.00307   0.00333
  43     4.775  -10778445.194  31726059  -0.00631  -0.00289
  44     4.705  -10778486.046  30726392   0.00055   0.00152
  45     4.675  -10778157.691  34604490   0.00213  -0.01538
  46     4.735  -10778314.105  32309795  -0.00804  -0.00405
  47     4.615  -10778515.475  31030270   0.00340  -0.00080
  48     4.785  -10778749.146  27017292   0.00242   0.01801
  49     4.625  -10778675.493  29158255  -0.00038   0.00763
  50     4.615  -10778293.011  34130827  -0.00619  -0.01343
  51     4.645  -10778350.867  32844581   0.00288  -0.00574
  52     4.745  -10778518.784  31390202   0.00469  -0.00268
  53     4.605  -10778516.371  30979523   0.00565  -0.00046
  54     4.685  -10778565.010  30012256  -0.00405   0.00346
  55     4.725  -10778522.277  29624106   0.00041   0.00738
  56     4.655  -10778478.908  30550812   0.00472   0.00215
