Distribution of estimated Rho values

Shuffle   Rho    Lkmax      G4     corr(r2,d)   corr(D',d)

   1     0.600  -20865973.537  2704413  -0.00006  -0.00020
   2     0.700  -20865950.219  2817923  -0.00269  -0.00397
   3     0.600  -20865970.323  2764682   0.00146  -0.00466
   4     0.700  -20866056.482  2293462  -0.00292   0.00317
   5     0.600  -20866079.418  2582939   0.00400  -0.00050
   6     0.700  -20865952.199  2783772   0.00459  -0.00386
   7     0.700  -20865962.342  2457894  -0.00912   0.00304
   8     0.600  -20866038.604  2410528  -0.00248   0.00160
   9     0.700  -20865962.044  2854121  -0.00843   0.00363
  10     0.700  -20866092.542  1971314  -0.00988   0.00595
  11     0.700  -20865949.815  2409337  -0.00919   0.00447
  12     0.700  -20865911.254  3038616   0.00649  -0.00208
  13     0.600  -20866020.462  2717683   0.01529  -0.00326
  14     0.700  -20866041.485  2407402   0.00551  -0.00015
  15     0.600  -20866184.500  2107214  -0.01213   0.00089
  16     0.600  -20866173.751  2358134   0.00032   0.00420
  17     0.600  -20866109.773  2015548   0.00229   0.00688
  18     0.600  -20866109.373  2403090  -0.00276   0.00372
  19     0.700  -20865964.570  2782644  -0.00314  -0.00242
  20     0.700  -20865964.722  2600354   0.00866   0.00306
  21     0.600  -20866016.150  2617362   0.00270   0.00112
  22     0.700  -20866056.450  2395659  -0.00946   0.00133
  23     0.700  -20865930.248  3203372  -0.00508  -0.00491
  24     0.700  -20866023.427  2549733   0.00647   0.00131
  25     0.700  -20865996.166  2649871   0.00193   0.00068
  26     0.700  -20866017.895  2366570  -0.01393  -0.00101
  27     0.600  -20866089.838  2188663  -0.00102   0.00441
  28     0.700  -20865893.129  2357845   0.00405   0.00264
  29     0.700  -20865977.416  2451278   0.00260   0.00297
  30     0.600  -20866112.726  2517849  -0.00181   0.00116
  31     0.600  -20866049.033  2396295   0.00102   0.00458
  32     0.600  -20866048.665  2705503   0.01041   0.00043
  33     0.700  -20866048.354  2707123  -0.00522  -0.00253
  34     0.700  -20865954.601  2987079   0.00315  -0.00272
  35     0.600  -20866035.612  2818990   0.00493   0.00317
  36     0.700  -20865976.478  2826734   0.00073  -0.00676
  37     0.600  -20865987.589  2650291   0.00633  -0.00262
  38     0.600  -20866072.981  2191050   0.00439   0.00144
  39     0.600  -20866090.502  2506628  -0.01236   0.00380
  40     0.700  -20865860.059  3140243   0.00601  -0.00421
  41     0.700  -20866061.301  2510964   0.00817   0.00181
  42     0.700  -20865954.472  2564828  -0.01111   0.00298
  43     0.700  -20865938.126  2823289   0.00024  -0.00048
  44     0.700  -20866095.037  2641697  -0.00582   0.00016
  45     0.600  -20866060.236  2311603  -0.00934  -0.00004
  46     0.700  -20865907.346  3033108  -0.00247  -0.00133
  47     0.600  -20866080.539  2368971  -0.00335  -0.00060
  48     0.700  -20866011.972  2368151  -0.00323   0.00173
  49     0.700  -20865964.569  2676740  -0.00571  -0.00142
  50     0.600  -20866005.088  2604608  -0.00180   0.00255
  51     0.700  -20866011.057  2770140  -0.00108  -0.00309
  52     0.600  -20866063.155  2218791   0.00370   0.00201
  53     0.600  -20865969.557  3108708   0.00709  -0.00489
  54     0.700  -20865892.957  2949387  -0.00048  -0.00354
  55     0.700  -20866014.649  3314681  -0.00184  -0.00541
  56     0.600  -20866083.961  2521387   0.00094  -0.00435
  57     0.700  -20866001.908  2612409   0.00269  -0.00381
  58     0.700  -20865917.363  2338310   0.00794   0.00263
  59     0.700  -20865947.241  2775612  -0.00430   0.00239
  60     0.600  -20865974.185  2858241   0.00768  -0.00191
  61     0.600  -20865976.272  2792068   0.00066  -0.00476
  62     0.700  -20865972.006  2449586  -0.00712   0.00386
  63     0.700  -20865979.227  2382464  -0.00597   0.00705
  64     0.700  -20866060.577  2374782   0.00511   0.00485
  65     0.600  -20866104.979  2909437   0.00639  -0.00314
  66     0.600  -20866071.047  2609939   0.00691  -0.00214
  67     0.600  -20865922.926  2756789   0.00267  -0.00005
  68     0.600  -20865923.969  2385161   0.00718   0.00224
  69     0.600  -20866040.453  2852226   0.00018   0.00111
  70     0.600  -20866015.467  2465631   0.00743   0.00192
  71     0.600  -20865973.444  2785595  -0.00005  -0.00022
  72     0.600  -20866124.344  2161736  -0.00532   0.00573
  73     0.700  -20865904.533  3164769   0.00665  -0.00246
  74     0.700  -20865973.907  2220240  -0.00041   0.00163
  75     0.600  -20865977.023  2469929   0.00845   0.00241
  76     0.600  -20865987.776  2944411  -0.00077  -0.00397
  77     0.700  -20865969.315  2911816  -0.00393  -0.00406
  78     0.600  -20866070.087  2754526   0.00282   0.00024
  79     0.700  -20865942.803  2357132  -0.00962   0.00259
  80     0.600  -20866046.727  2697364   0.00227   0.00214
  81     0.600  -20866101.412  2070840  -0.00849   0.00498
  82     0.600  -20865981.610  2639221   0.00218   0.00048
  83     0.700  -20866075.437  2873572   0.01171   0.00010
  84     0.600  -20865982.691  2194827   0.00152   0.00390
  85     0.700  -20866092.418  2421194  -0.00671  -0.00102
  86     0.700  -20866056.242  2622397   0.00291  -0.00037
  87     0.600  -20866049.489  3078446  -0.00453  -0.00601
  88     0.600  -20866004.669  2369679  -0.00011   0.00199
  89     0.700  -20866048.573  2519262  -0.00822  -0.00055
  90     0.700  -20866100.801  2730458   0.00113  -0.00219
  91     0.600  -20866138.339  2206368   0.00258   0.00294
  92     0.600  -20866069.774  2544470   0.00355   0.00163
  93     0.700  -20866016.194  2436252   0.00103   0.00069
  94     0.700  -20866065.845  2541110   0.00014  -0.00106
  95     0.600  -20866026.559  2117443  -0.00471   0.00604
  96     0.700  -20866040.772  2720504  -0.01395  -0.00283
  97     0.700  -20865911.699  3257444  -0.00759  -0.00158
  98     0.600  -20866015.310  2592167  -0.01126  -0.00242
  99     0.600  -20866047.959  2896236   0.01811  -0.00514
 100     0.700  -20865988.445  2763706  -0.00609   0.00039
 101     0.700  -20865977.999  2859123   0.01752  -0.00526
 102     0.700  -20866134.601  2270658  -0.00457   0.00320
 103     0.600  -20866139.478  2925376   0.00888   0.00044
 104     0.700  -20866021.460  2582178  -0.00144   0.00073
 105     0.600  -20866061.700  2637911  -0.00157  -0.00008
 106     0.600  -20866202.737  2608812  -0.00185   0.00175
 107     0.700  -20866022.345  2812423   0.00463  -0.00008
 108     0.700  -20866046.023  2879032   0.00058   0.00226
 109     0.600  -20866048.073  3193570  -0.00211  -0.00893
 110     0.700  -20865921.381  2444992   0.00103   0.00405
 111     0.700  -20866035.141  2420014  -0.00394  -0.00193
 112     0.700  -20865960.088  2538277   0.00745   0.00157
 113     0.700  -20866019.312  2737120  -0.00008   0.00004
 114     0.600  -20866045.683  2832702   0.00419  -0.00128
 115     0.600  -20866018.235  2457947   0.00416   0.00192
 116     0.600  -20865987.959  2476995  -0.00155   0.00305
 117     0.700  -20865909.187  2975970   0.00509  -0.00164
 118     0.600  -20865940.792  2065856   0.00058   0.00483
 119     0.600  -20866075.049  2287392  -0.00153   0.00182
 120     0.600  -20866037.796  2391441   0.00321   0.00242
 121     0.600  -20866059.497  2611630   0.00377  -0.00142
 122     0.600  -20866111.784  2427050   0.00099   0.00449
 123     0.600  -20866103.254  2877801   0.00912  -0.00198
 124     0.600  -20865932.220  2586741  -0.00583  -0.00001
 125     0.600  -20866128.685  2393298   0.00651   0.00281
 126     0.600  -20866068.045  2612642  -0.00184   0.00021
 127     0.600  -20866076.349  2525496   0.00487   0.00105
 128     0.700  -20865969.435  2453422   0.00010  -0.00030
