
Rho     Fit     CLR     CF
    0.68 12533.95 2700.505  -33.994
    0.73 14252.77 1455.515   64.561
    0.75 14521.09  417.879   46.786
    0.67 12561.97 1871.049    7.575
    0.65 11554.39 3193.606   21.014
    0.64 12003.17 3324.662   23.288
    0.74 21076.43 2454.762  111.775
    0.64 11936.93 2486.251  -91.389
    0.72 14136.75 1003.124  -30.481
    0.65 12140.46 2666.664  -88.342
    0.69 12601.40 1786.812    6.306
    0.64 10883.31 2819.376  -39.758
    0.60 10599.22 4519.909  -74.636
    0.65 11799.55 2578.776  -58.533
    0.64 11741.94 2721.028 -191.373
    0.70 12708.93 2542.886  -30.752
    0.61 10081.32 3712.578 -276.275
    0.68 11801.98 2371.330  -90.512
    0.70 13143.95 1597.142 -143.185
    0.74 15800.52 1811.623 -103.001
    0.63 10498.10 3469.484 -165.781
    0.69 12412.21 1968.476  -80.148
    0.61 10798.48 4411.265 -181.940
    0.71 13259.50  960.051 -204.814
    0.66 12135.07 2784.343   92.842
    0.69 13669.92 1568.316  -39.480
    0.70 13824.86 1088.629 -212.940
    0.64 12086.17 2738.027  -89.011
    0.67 11927.00 1976.101 -170.138
    0.64 10854.21 3448.566  -93.621
    0.66 14130.21 2801.864   25.566
    0.66 12129.58 3144.611   19.827
    0.60 10554.33 4449.531 -146.412
    0.69 12414.15 1810.942 -113.867
    0.63 10680.27 3241.841 -233.239
    0.65 11400.30 2682.926   -1.101
    0.67 12621.87 2321.158  -29.209
    0.64 11529.77 2782.225  -83.060
    0.67 12151.88 1914.137 -193.053
    0.59  9637.83 4824.353 -103.514
    0.74 13897.42  627.701   29.285
    0.72 13860.36 1057.416  -17.038
    0.60 11871.03 5021.930  -24.946
    0.65 11555.01 2562.361 -112.921
    0.64 11542.22 3853.856 -185.943
    0.69 13151.28 2407.343   27.113
    0.68 12937.35 1653.675  -78.812
    0.69 12394.87 1893.394  -46.368
    0.61 10389.20 3888.337   48.504
    0.63 11252.85 2989.376 -109.188
    0.67 12689.99 2291.503 -147.542
    0.65 10976.82 4647.102  -10.438
    0.64 12001.94 5709.644   42.305
    0.61 10501.92 4024.088 -215.825
    0.66 11836.66 2039.466 -119.223
    0.68 13297.96 1761.319 -119.191
    0.69 12821.12 1897.924  -41.827
    0.62 10062.91 5363.777 -156.858
    0.61 10821.42 3909.806  -91.852
    0.67 13729.60 2105.839   72.398
    0.68 12122.61 1875.275 -112.519
    0.64 11751.86 2886.280   56.886
    0.68 12110.09 1871.465 -162.272
    0.66 11997.18 2990.043  -95.557
    0.69 12790.56 1820.111  119.530
    0.67 12849.68 1838.427 -204.118
    0.72 13336.85  890.680   28.175
    0.60 10032.08 3867.857 -122.226
    0.66 11582.43 2836.893 -108.871
    0.71 14319.34 1383.417  -33.146
    0.62 11442.10 3246.752  -48.815
    0.65 11533.57 2780.984 -130.543
    5.47 15622.26    1.471   11.871
    0.68 12122.03 2567.611 -194.364
    0.69 12868.16 1789.040 -169.390
    0.67 11806.01 2114.752  -14.986
    0.57 11526.89 6310.423  -67.960
    0.71 13017.68 1342.542  -94.289
    0.64 11417.46 2737.102 -102.584
    0.64 10806.77 3264.875 -196.824
    0.64 11407.34 3245.864 -127.279
    0.62 11113.23 3102.728 -194.667
    0.66 12006.47 2293.797  -23.010
    0.69 13020.64 1599.042 -106.924
    0.63 10462.84 3564.636 -223.875
    0.63 11125.87 3419.986 -106.832
    0.61 11128.44 4154.093   18.566
    0.64 11613.71 2754.728  -67.433
    0.67 12446.70 2208.954  -24.868
    0.67 12996.00 2209.356  -76.178
    0.60 10173.72 3893.301 -132.116
    0.61  9941.81 4000.257 -136.281
    0.64 10544.18 3627.654 -216.158
    0.65 12109.71 2527.598  -23.844
    0.70 12340.86 1785.652 -141.379
    0.66 12368.97 2356.051   92.469
    0.67 11562.29 2228.817  -41.912
    5.48 14883.98    1.583   44.214
    0.71 13765.49  963.545 -111.156
    0.69 12904.11 1855.027  -80.339
    0.69 12585.25 1682.420 -123.358
    0.70 12582.22 1672.726 -249.469
    0.61 11503.71 3208.581 -130.923
    0.65 10958.03 2888.892  -17.654
    0.63 10675.27 3541.522 -161.963
    0.67 13107.77 2302.526  -78.311
    0.65 12556.38 3192.758   -3.387
    0.67 12346.95 2137.264 -238.865
    0.62 11375.17 3812.616 -122.210
    0.66 11768.36 3021.108   95.881
    0.65 11843.97 2014.727  -76.804
    0.67 13845.57 3081.420  -60.378
    0.65 11781.06 3521.843 -205.256
    0.72 13375.91 1033.178   41.057
    0.64 11699.76 5137.912  -47.442
    0.71 13672.67 1116.838  -44.396
    0.63 11487.99 3280.458   -6.063
    0.61 10819.43 3572.435  -66.363
    0.60 10681.28 4990.778   69.285
    0.65 11751.34 2662.521  -75.173
    0.74 13820.98  547.916  -36.178
    0.63 11015.51 3665.010   39.926
    0.64 12376.43 2664.170   -6.713
    0.65 11379.70 2816.016 -125.399
    0.63 11352.59 2960.477   28.698
    0.65 12155.87 2684.982  -91.677
    0.71 13410.23 1449.248  103.548
    0.67 12325.02 2205.654   -6.146
    0.68 13379.81 3524.175   88.125
    0.60 10139.92 4150.800 -193.899
    0.68 12471.60 1631.157 -172.054
    0.63 11136.68 2775.858 -236.695
    0.68 13252.70 1932.745  -38.209
    0.66 12342.00 2302.756  -79.946
    0.70 13980.94 1341.012  -54.619
    0.61 10391.03 3847.135 -148.224
    0.62 10717.82 3555.614 -194.006
    0.59  9678.16 5424.397  -56.660
    0.68 12637.43 2439.440  -96.808
    0.60 10921.41 3999.704 -181.320
    0.62 10368.76 4005.822  -86.776
    0.67 11893.99 2860.914 -146.651
    0.69 12808.14 1913.862 -121.992
    0.64 11107.75 3359.167   13.813
    0.62 11548.48 3110.624  -81.018
    0.72 13365.68 1337.965   14.784
    0.68 11574.61 2082.020 -177.965
    0.65 11351.11 2656.498  -84.456
    0.59 11439.86 4228.170   32.283
    0.67 12269.22 3151.004 -112.252
    0.64 11265.52 3261.840    1.654
    0.60  9803.09 4041.292 -122.688
    0.73 13897.15  933.828  -30.729
    5.74 14929.68    0.304 -168.058
    0.65 11971.11 2805.495  -80.093
    0.63 10589.92 3438.386 -171.168
    0.64 11228.52 2598.082  152.471
    0.68 12521.13 1850.398 -178.952
    0.74 14231.14  708.272   -2.939
    0.64 11301.32 2440.550  -10.787
    0.70 12638.21 1383.583  -48.222
    0.63 11303.47 3247.216  -79.066
    0.75 17033.66  617.028  -71.734
    0.73 14053.40  865.521  -16.547
    0.69 13242.55 1308.524  -77.563
    0.66 11730.47 2638.194   51.650
    0.64 10944.27 3986.274  -88.401
    0.69 12606.20 1827.219  -89.692
    0.59 10099.84 4126.417 -196.173
    0.69 12480.55 2012.284 -129.618
    0.64 12290.83 3529.959  -10.660
    0.76 14241.39  516.470  -49.115
    0.67 12032.18 2103.415 -152.494
    0.67 13249.28 2430.626 -102.701
    0.69 13599.78 3833.216   24.662
    0.68 12344.59 2299.185  -27.923
    0.62 11661.70 3889.181   -4.639
    0.59 11133.61 6322.624   11.095
    0.65 10914.11 2980.109  -91.562
    0.61 11158.38 5487.971  -15.106
    0.65 11782.17 2882.732  -89.393
    0.71 13314.21  982.523  -99.020
    0.63 11227.45 3664.571 -114.015
    0.66 12184.85 1958.614 -169.538
    0.71 13655.56 1501.838   66.612
    0.64 11511.36 2900.137   -7.312
    0.66 12097.80 3875.752    4.801
    0.65 11393.24 2327.372 -212.474
    0.62 12171.49 4840.435   16.124
    0.67 12228.95 2154.562 -136.708
    0.69 12950.02 1420.609  -97.898
    0.65 11379.42 2327.709 -130.802
    0.73 14435.68  425.465 -114.833
    0.65 11580.62 4129.748  -69.337
    0.60  9731.66 3743.855 -163.422
    0.67 12306.32 2387.520   30.329
    0.68 12539.72 2181.906 -101.416
    0.70 12534.66 1768.041 -104.711
    0.71 13878.61 1882.142  115.160
    0.65 11373.31 2324.044  -59.595
    0.71 13203.93 1385.653  -18.730
    0.68 13411.89 1850.162  -52.409
    0.65 10788.81 2745.783 -233.881
    0.60 11343.24 4529.948 -102.083
    0.67 12536.95 1932.735 -118.090
    0.67 11791.71 2056.207 -134.295
    0.67 12462.21 1784.015 -286.678
    0.62 10558.45 4166.422   46.743
    0.63 11094.45 3478.186  -82.830
    0.60 10228.05 4583.817 -148.338
    0.66 11695.09 2819.085  -24.505
    0.70 12916.82 3261.207  -63.508
    0.64 12011.23 2684.342  -58.170
    0.65 12180.85 2769.974  -82.742
    0.66 11774.58 2356.949 -157.162
    0.67 12527.81 2040.543  -82.752
    0.70 12332.33 1313.682  -69.539
    0.73 13541.83 1260.816 -103.528
    0.66 11559.07 2072.185  -56.288
    0.61 10465.20 4155.936 -157.557
    0.66 13102.93 3106.577   54.464
    0.65 11788.95 2668.782 -236.696
    0.70 12661.74 2006.404 -226.394
    0.66 11722.49 2119.083 -164.739
    0.69 12594.25 1779.396  -68.657
    0.66 13449.51 2774.535  -35.619
    0.70 12921.44  918.122  -67.983
    0.69 13228.81 1453.459 -102.420
    0.69 13044.00 2372.637   74.825
    0.64 12761.91 4788.653   65.257
    0.65 11223.33 2938.706 -137.559
    0.74 14178.31 1632.092  168.995
    0.61 11315.56 4378.265  -62.948
    0.66 11739.40 3202.017  -29.927
    0.64 10833.03 3255.378 -137.487
    0.62 10909.04 3301.284   34.095
    0.69 12247.59 1809.700 -142.719
    0.71 13776.22 1689.120  -26.877
    0.69 12843.88 1580.720    7.701
    0.61 11074.00 3530.083 -188.399
    0.64 13082.39 3199.589   80.372
    0.63 10585.36 2773.476 -116.117
    0.63 11102.07 3326.330  -52.447
    0.73 14097.74 1017.774   83.502
    0.73 14421.66  866.631  -93.958
    0.58 10856.53 5418.591   -0.240
    0.63 10657.28 3311.144  -79.491
    0.73 13825.58  866.564 -141.650
    0.64 10452.65 3242.030 -268.999
    0.67 12080.00 2323.694 -210.324
    0.61 10374.26 3300.424 -200.346
    0.67 12196.51 2800.434 -114.713
    0.64 12822.04 4218.768   41.177
    0.70 12685.23 1505.326   14.444
    0.66 12476.08 2555.622  -46.059
    0.68 12355.78 2295.241  -85.080
    0.61 10353.22 4033.843 -186.814
    0.65 11174.01 2544.755 -239.287
    0.59 11930.40 7185.526   99.910
    0.65 11579.76 2701.041 -204.604
    0.60 10644.21 3750.503 -127.044
    0.72 14355.32 4545.109  148.912
    0.59 10111.78 5026.000 -142.372
    0.63 10785.32 3307.226 -270.925
    0.69 12205.47 1806.428 -279.202
    0.67 12426.49 3089.644 -102.969
    0.62  9952.47 3762.727 -149.050
    0.64 11281.98 2776.627  -73.461
    0.72 13535.75 1556.271   36.622
    0.71 15189.34 1480.759   79.155
    0.64 11309.71 2531.110 -279.725
    0.72 13278.39 1079.195 -154.259
    0.72 14021.53 1612.966  -42.708
    0.61 11478.60 4845.076 -120.674
    0.69 13991.14 2586.105   36.598
    0.69 12221.13 2272.265   -6.932
    0.59 11352.50 4391.134 -149.120
    0.66 11766.96 2487.519 -196.126
    0.65 12799.73 3017.764  -12.000
    0.66 12017.17 2605.910 -105.695
    0.61  9948.95 4053.500  -88.309
    0.59 11152.75 3607.463   42.792
    0.62 10469.61 3013.187  -96.511
    0.67 11746.49 2052.550  -26.483
    0.69 13187.21 2074.781   11.140
    0.64 11808.16 2896.440 -115.038
    5.89 15305.87    1.513  -59.132
    0.66 12030.58 2876.204  -46.572
    0.60 11074.00 4172.276 -160.200
    0.67 11660.77 2131.341 -233.906
    0.68 12039.79 2160.167 -211.260
    0.61 11516.73 3623.211 -101.643
    0.73 14351.86 1296.132   20.553
    0.64 11333.22 3360.042 -187.227
    0.69 13326.19 1847.883  -97.170
    0.65 11362.68 2542.143 -148.366
    0.65 12287.75 2672.100    2.394
    0.63 14222.58 5674.398  143.748
    0.69 13274.84 1793.041 -136.478
    0.72 14045.63  899.378 -126.603
    0.65 11437.57 2456.774 -160.450
    0.64 12344.09 3445.172   -9.486
    0.67 12841.94 1808.966  -51.948
    0.62 10585.00 3674.860  -75.902
    0.67 12570.76 1653.641 -234.152
    0.65 11876.04 3092.484  114.348


Number of simulated fits > obs = 33 (of 1000)
Number of simulated rho  > obs = 5

