Distribution of estimated Rho values

Shuffle   Rho    Lkmax      G4     corr(r2,d)   corr(D',d)

   1     0.600  -13044306.019  1542174  -0.00094  -0.00466
   2     0.600  -13044397.519  1099694  -0.01712   0.00117
   3     0.600  -13044460.788  856602  -0.01074   0.00621
   4     0.500  -13044400.350  1103979  -0.00505  -0.00216
   5     0.600  -13044420.377  1075507  -0.00192   0.00350
   6     0.600  -13044482.862  1023165   0.00987   0.00496
   7     0.600  -13044393.599  1859953  -0.00189  -0.01102
   8     0.600  -13044401.191  1077022  -0.00313   0.00210
   9     0.600  -13044338.376  1438717  -0.00666  -0.00265
  10     0.600  -13044354.163  1358447   0.00015  -0.00214
  11     0.500  -13044456.359  1007381   0.00245   0.00474
  12     0.600  -13044386.343  1292205   0.00419  -0.00207
  13     0.600  -13044385.434  1638256   0.01369  -0.00581
  14     0.600  -13044414.377  973576   0.00580   0.00385
  15     0.500  -13044401.459  1051845  -0.00298   0.00210
  16     0.500  -13044334.545  1694630   0.00132  -0.00791
  17     0.600  -13044399.091  1559821   0.00061  -0.00503
  18     0.600  -13044443.064  918431   0.00479   0.00679
  19     0.600  -13044410.038  920577  -0.00022   0.00540
  20     0.500  -13044398.027  921840   0.00173   0.00533
  21     0.600  -13044394.388  1003092  -0.00988   0.00326
  22     0.600  -13044470.278  996172  -0.00545   0.00612
  23     0.600  -13044440.558  1156390   0.00445   0.00200
  24     0.500  -13044400.062  1458471  -0.00828  -0.00137
  25     0.600  -13044465.019  1034320  -0.00157   0.00103
  26     0.500  -13044338.476  1439076  -0.01105  -0.00478
  27     0.600  -13044258.141  1722809   0.00310  -0.00980
  28     0.600  -13044391.764  986887   0.00604   0.00425
  29     0.600  -13044423.319  848404  -0.00082   0.00701
  30     0.600  -13044380.073  996428   0.00791   0.00467
  31     0.600  -13044396.715  878970   0.00256   0.00615
  32     0.500  -13044416.488  998661  -0.00723   0.00436
  33     0.600  -13044419.767  1073193  -0.00243   0.00446
  34     0.600  -13044406.330  1282069   0.00491  -0.00087
  35     0.600  -13044393.592  1179265  -0.01467  -0.00197
  36     0.600  -13044379.273  1338381  -0.00698  -0.00643
  37     0.600  -13044407.790  1055926  -0.00716   0.00286
  38     0.600  -13044304.173  1386362   0.00014  -0.00218
  39     0.600  -13044415.429  922229  -0.00883   0.00656
  40     0.500  -13044439.990  1248309  -0.01243   0.00056
  41     0.600  -13044357.981  1490269   0.00403  -0.00475
  42     0.600  -13044356.588  1706298   0.00637  -0.00794
  43     0.500  -13044403.145  1636843   0.00274  -0.01030
  44     0.500  -13044444.857  1086703   0.00953   0.00445
  45     0.600  -13044311.972  1632827   0.00044  -0.00530
  46     0.600  -13044403.349  1127237  -0.00217   0.00132
  47     0.600  -13044362.959  1221438  -0.00020  -0.00039
