Distribution of estimated Rho values

Shuffle   Rho    Lkmax      G4     corr(r2,d)   corr(D',d)

   1     5.526  -14108547.037  51928198  -0.00269  -0.00805
   2     5.335  -14108835.873  51002880  -0.00280  -0.00274
   3     5.295  -14108924.187  49778597  -0.00253  -0.00119
   4     5.475  -14108707.945  51329067   0.00091  -0.00562
   5     5.345  -14108664.876  53450563  -0.00529  -0.00979
   6     5.375  -14108797.814  48842779  -0.00387   0.00222
   7     5.455  -14108913.897  52401479   0.00733  -0.00933
   8     5.465  -14108898.472  48348032  -0.00772   0.00248
   9     5.285  -14108864.711  48826189  -0.00406   0.00419
  10     5.155  -14109026.832  48940241  -0.00016   0.00126
  11     5.465  -14108793.248  48442450  -0.00676   0.00393
  12     5.546  -14108791.462  51346668   0.00130  -0.00364
  13     5.385  -14108828.184  50532512  -0.00471  -0.00258
  14     5.475  -14109085.604  47695258   0.00105   0.00673
  15     5.335  -14108851.708  50804585  -0.00039  -0.00438
  16     5.526  -14109083.084  49137044   0.00067   0.00129
  17     5.485  -14108859.062  49006666  -0.00285   0.00285
  18     5.375  -14108806.333  50529464   0.00318  -0.00149
  19     5.245  -14108790.624  51065663   0.00154  -0.00409
  20     5.325  -14109106.566  47751523  -0.00273   0.00797
  21     5.155  -14108853.233  53482798   0.00229  -0.00843
  22     5.295  -14108874.150  50039809   0.00288   0.00041
  23     5.425  -14108877.022  48527785  -0.01015   0.00231
  24     5.235  -14109027.444  49756120   0.00651   0.00211
  25     5.405  -14108811.612  49535159   0.00069   0.00216
  26     5.576  -14108725.191  48963668  -0.01502  -0.00157
  27     5.405  -14108540.619  53037601  -0.00181  -0.01058
  28     5.405  -14108980.742  50031805   0.00314   0.00074
  29     5.305  -14108878.863  50238121  -0.00071  -0.00244
  30     5.405  -14108842.208  47731101  -0.00263   0.00656
  31     5.526  -14108850.265  49199332  -0.00050   0.00110
  32     5.425  -14108772.830  50631749  -0.00043  -0.00445
  33     5.566  -14108771.373  49038044  -0.00464   0.00162
  34     5.365  -14108722.973  51796008   0.00193  -0.00566
  35     5.375  -14108939.122  49560170   0.00375   0.00021
  36     5.506  -14108974.333  45361687  -0.00486   0.01396
  37     5.375  -14108795.974  51933944   0.00159  -0.00614
  38     5.425  -14108919.220  48639258   0.00338   0.00439
  39     5.586  -14108862.674  47554574  -0.00707   0.00612
  40     5.556  -14108896.713  48047504  -0.00299   0.00450
  41     5.445  -14108778.699  51193394  -0.00037  -0.00242
  42     5.506  -14108779.636  50313112   0.00536  -0.00163
  43     5.506  -14108854.163  48885669  -0.00286   0.00151
  44     5.455  -14109077.404  48206242  -0.00012   0.00293
  45     5.546  -14108910.124  48960470  -0.00298   0.00462
  46     5.355  -14108714.631  52054282  -0.00540  -0.00585
  47     5.465  -14108690.054  51117194  -0.00264  -0.00457
  48     5.435  -14108832.300  48790754  -0.00429   0.00082
  49     5.385  -14108830.635  50173105  -0.00248  -0.00026
  50     5.435  -14108784.770  50668964   0.00479  -0.00304
  51     5.465  -14108752.998  50986026  -0.00170  -0.00356
  52     5.345  -14108850.797  50059701   0.00082  -0.00067
  53     5.536  -14109047.691  47956636  -0.00323   0.00618
  54     5.345  -14108843.627  50457591   0.00394  -0.00099
  55     5.455  -14109070.132  48427604   0.00350   0.00518
  56     5.455  -14108610.382  52006390   0.00072  -0.00834
  57     5.475  -14108842.366  50449712  -0.00017  -0.00308
  58     5.415  -14108626.417  52577585   0.00187  -0.00775
  59     5.475  -14108853.970  48053612   0.00134   0.00563
  60     5.485  -14108957.683  49272418   0.00099   0.00312
  61     5.556  -14108787.402  48909902  -0.00386   0.00203
  62     5.465  -14108661.231  49516262  -0.00606  -0.00039
  63     5.435  -14108846.619  50954261   0.00134  -0.00150
  64     5.455  -14108932.889  48953095   0.00304   0.00552
  65     5.475  -14108706.213  49778561  -0.00184  -0.00057
  66     5.415  -14108934.189  48772756   0.00104   0.00463
  67     5.405  -14108761.426  50702557  -0.00003  -0.00367
  68     5.435  -14108680.870  50723893   0.00116  -0.00189
  69     5.365  -14108887.869  49715761   0.00386   0.00123
  70     5.425  -14108942.458  48413017  -0.00084   0.00489
  71     5.546  -14108731.594  50783928  -0.00342  -0.00359
  72     5.455  -14109014.797  49488203   0.00450  -0.00026
  73     5.455  -14108654.420  52286718   0.00145  -0.00610
  74     5.455  -14108682.400  51840099   0.00014  -0.00499
  75     5.475  -14108964.292  47297079  -0.00302   0.00498
  76     5.355  -14108760.528  49607361  -0.00188   0.00402
  77     5.465  -14108932.593  48651835  -0.00113   0.00437
  78     5.345  -14108985.566  49764386   0.00419  -0.00035
  79     5.586  -14108555.426  52070957   0.00195  -0.01021
  80     5.546  -14108854.296  48876986   0.00190   0.00295
  81     5.566  -14108683.238  49390983  -0.00916  -0.00015
  82     5.536  -14109113.390  45547066   0.00227   0.01396
  83     5.155  -14108826.408  51125661   0.00201  -0.00282
  84     5.305  -14108793.681  50798450   0.00080  -0.00278
  85     5.335  -14109071.120  48217690  -0.00093   0.00518
  86     5.365  -14108929.075  50266923  -0.00368  -0.00209
  87     5.706  -14108714.320  49157998  -0.00304  -0.00073
  88     5.485  -14108878.154  49808424  -0.00365  -0.00247
  89     5.255  -14109053.931  48097534   0.00137   0.00558
  90     5.686  -14108579.303  49500899  -0.00953  -0.00121
  91     5.475  -14108777.982  50695426  -0.00330  -0.00440
  92     5.445  -14108692.299  52673862   0.00271  -0.00916
  93     5.305  -14108753.087  52294965   0.00101  -0.00967
  94     5.556  -14108936.498  48262974   0.00001   0.00271
  95     5.425  -14108783.802  50259859  -0.00625  -0.00146
  96     5.395  -14109036.639  48688940  -0.00168   0.00337
  97     5.325  -14108819.244  48854311  -0.00234   0.00235
  98     5.385  -14108768.436  50872533   0.00623  -0.00359
  99     5.445  -14108882.700  50467790   0.00288  -0.00170
 100     5.395  -14109035.937  50323245   0.00705  -0.00528
 101     5.375  -14108814.321  48957445   0.00368   0.00292
 102     5.355  -14108733.529  49178182  -0.00779   0.00305
 103     5.325  -14109153.990  48121786  -0.00623   0.00510
 104     5.435  -14108739.341  49547118  -0.00332   0.00234
 105     5.596  -14109055.069  45231604  -0.00751   0.01464
 106     5.455  -14109025.400  47315259   0.00385   0.00655
