Distribution of estimated Rho values

Shuffle   Rho    Lkmax      G4     corr(r2,d)   corr(D',d)
 266     4.080  -19703956.145  32956586  -0.00061  -0.00608
 267     4.050  -19704246.140  32315422   0.00503  -0.00103
 268     3.980  -19704020.410  31771592   0.00232  -0.00119
 269     4.190  -19703937.674  34450878   0.00447  -0.00722
 270     4.010  -19704292.229  33123094   0.00845  -0.00513
 271     4.060  -19704347.405  31432634   0.00088   0.00006
 272     4.340  -19704006.480  32500829  -0.00394  -0.00521
 273     4.110  -19704502.258  30610694   0.00268   0.00243
 274     4.110  -19704215.699  29640444  -0.00167   0.00604
 275     3.930  -19704231.231  32479255   0.00512  -0.00369
 276     4.120  -19704328.206  30858960   0.00511   0.00456
 277     4.170  -19704325.632  30052440  -0.00352   0.00189
 278     4.180  -19704165.139  31513722  -0.00133  -0.00072
 279     4.150  -19704042.257  31296437  -0.00145   0.00355
 280     4.040  -19704321.235  29339578   0.00381   0.00721
 281     4.060  -19704030.009  30456219  -0.00333   0.00387
 282     4.040  -19704345.447  29926316  -0.00041   0.00307
 283     4.120  -19704054.402  31247440  -0.00396   0.00014
 284     3.990  -19704311.454  31997348  -0.00124  -0.00298
 285     3.870  -19704187.014  31898780   0.00356  -0.00018
 286     4.090  -19704058.497  30932518   0.00066  -0.00037
 287     3.930  -19703981.408  30350089   0.00191   0.00110
 288     4.130  -19704244.327  29203155   0.00026   0.00635
 289     4.250  -19703758.401  33858488  -0.00295  -0.00582
 290     4.110  -19704126.886  33081512   0.00353  -0.00563
 291     4.120  -19703745.594  31111618  -0.00821   0.00216
 292     4.140  -19703965.591  32960419  -0.00060  -0.00656
 293     4.000  -19704080.463  30219015   0.00060   0.00453
 294     4.020  -19704178.078  32323743  -0.00249  -0.00450
 295     4.100  -19704317.361  31226062   0.00453  -0.00147
 296     4.040  -19704111.946  32185995   0.00024  -0.00391
 297     3.940  -19704344.180  30696211   0.00115   0.00272
 298     3.960  -19703878.426  32543301   0.00365  -0.00189
 299     4.010  -19704035.508  33188542  -0.00258  -0.00407
 300     4.050  -19703776.897  33018261  -0.00231  -0.00514
 301     4.050  -19704271.878  29571277  -0.00160   0.00496
 302     4.070  -19704210.619  28119882  -0.00548   0.00969
 303     4.200  -19704143.133  30889516  -0.00140   0.00003
 304     4.090  -19704159.494  31661246  -0.00115  -0.00053
 305     4.220  -19704279.382  30280060   0.00355   0.00230
 306     4.080  -19704120.449  33740154   0.00502  -0.00601
 307     3.960  -19704542.076  29439036   0.00587   0.00604
 308     4.170  -19703783.260  32485944  -0.00134  -0.00297
 309     3.980  -19703909.830  33775560   0.00340  -0.00575
 310     4.140  -19704008.829  32732115  -0.00380  -0.00297
 311     3.830  -19704163.954  29837390  -0.00328   0.00511
 312     4.130  -19704389.510  29330691   0.00032   0.00682
 313     4.210  -19704178.994  31042240  -0.00644   0.00211
 314     4.230  -19704019.960  30257772  -0.00768   0.00182
 315     4.130  -19704021.235  34375013   0.00136  -0.00854
 316     4.140  -19703879.630  31218565  -0.00488   0.00027
 317     4.130  -19704150.301  32104044   0.00151  -0.00242
 318     4.100  -19704485.660  27684264  -0.00118   0.01044
 319     4.090  -19703969.928  32430530   0.00280  -0.00195
 320     4.100  -19703974.502  33995509   0.00098  -0.00620
 321     4.030  -19704342.993  29994837   0.00370   0.00561
 322     3.950  -19704038.546  33069542   0.00099  -0.00441
 323     3.970  -19704168.983  30472351  -0.00331   0.00181
 324     4.310  -19703908.255  30973572  -0.00613  -0.00038
 325     4.220  -19704327.938  29408679   0.00363   0.00648
 326     4.130  -19703773.136  35186469   0.00053  -0.01111
 327     4.080  -19704219.745  29541761   0.00132   0.00531
 328     3.910  -19704114.184  31651551  -0.00194  -0.00133
 329     3.990  -19703961.483  32862880   0.00161  -0.00552
 330     4.210  -19704038.410  31550448  -0.00322  -0.00132
 331     3.910  -19704145.478  30363559  -0.00101   0.00328
 332     3.920  -19704228.449  29855157   0.00232   0.00437
 333     3.920  -19703997.613  33805594   0.00224  -0.00656
 334     4.170  -19704050.476  31019931   0.00120  -0.00114
 335     4.260  -19704214.354  31804286   0.00074  -0.00256
 336     4.120  -19704078.203  33319830   0.00107  -0.00910
 337     3.860  -19704208.490  32914775   0.00291  -0.00630
 338     4.240  -19704172.070  31395147  -0.00549  -0.00162
 339     4.160  -19704139.312  30984248  -0.00160   0.00087
 340     4.010  -19704230.996  31290487   0.00126  -0.00044
 341     3.970  -19703963.758  33060375   0.00175  -0.00257
 342     4.070  -19704131.839  32811046  -0.00172  -0.00604
 343     4.170  -19703918.861  31322450  -0.00411  -0.00046
 344     4.160  -19703991.280  28760028  -0.00187   0.01003
 345     4.130  -19703932.152  32158412  -0.00645  -0.00381
 346     4.170  -19704157.427  29650614  -0.00242   0.00469
 347     4.000  -19704176.415  29793971   0.00594   0.00567
 348     4.000  -19704285.587  29724689  -0.00216   0.00465
 349     4.270  -19704067.722  33900852   0.00555  -0.00871
 350     4.060  -19704041.576  30502842  -0.00014   0.00388
 351     4.100  -19703964.967  32982545   0.00475  -0.00256
 352     4.120  -19704175.660  34309957   0.00169  -0.00907
 353     4.000  -19704051.269  31442971   0.00035  -0.00033
 354     3.970  -19704172.155  32106128   0.00344  -0.00328
 355     4.050  -19703879.376  30869681   0.00434   0.00254
 356     4.000  -19704189.558  31715801   0.00752   0.00114
 357     4.110  -19703704.079  35066843   0.00187  -0.01116
 358     4.200  -19704305.466  30007491  -0.00060   0.00392
 359     3.980  -19703858.522  29552444  -0.00740   0.00692
 360     4.280  -19704118.939  30706402  -0.00116   0.00171
 361     3.950  -19704005.603  31289243   0.00351  -0.00102
 362     4.020  -19704236.417  30988639   0.00321   0.00064
 363     3.930  -19704279.741  29728560   0.00095   0.00642
 364     4.150  -19704424.801  29525518   0.00151   0.00522
 365     4.240  -19704040.655  31189801  -0.00264  -0.00072
 366     4.030  -19704090.549  31337675   0.00183   0.00188
 367     4.010  -19704231.231  31413112   0.00191  -0.00105
 368     4.210  -19704342.402  27021361  -0.00839   0.01144
 369     4.260  -19704054.367  30086487  -0.00544   0.00233
 370     4.100  -19704187.991  30913050  -0.00208   0.00341
 371     4.170  -19704205.393  30301984  -0.00281   0.00191
 372     4.130  -19704307.302  30139650   0.00151   0.00431
 373     4.150  -19704080.636  30316091  -0.00080   0.00270
 374     3.980  -19704107.798  34806151   0.00554  -0.00964
 375     3.980  -19704342.178  30533568   0.00131   0.00312
 376     4.050  -19703795.572  35246106  -0.00235  -0.01278
 377     3.910  -19703788.555  32614036  -0.00890  -0.00403
 378     3.970  -19704215.972  32003073   0.00581   0.00040
 379     3.930  -19704303.681  32766650  -0.00031  -0.00559
 380     4.190  -19704178.389  31543075   0.00194  -0.00086
 381     4.200  -19703853.081  32195793  -0.00650  -0.00543
 382     4.050  -19704069.749  32367885   0.00009  -0.00542
 383     4.030  -19704517.935  29834320  -0.00107   0.00455
 384     4.100  -19704128.991  32410824   0.00616  -0.00270
 385     4.050  -19704476.788  29560941  -0.00139   0.00343
 386     4.180  -19704033.337  32609442   0.00302  -0.00414
 387     4.230  -19704309.886  30156652   0.00049   0.00287
 388     4.170  -19704230.593  29665896  -0.00347   0.00292
 389     4.190  -19703916.580  33622120   0.00221  -0.00675
 390     4.040  -19704160.835  30882446   0.00066   0.00231
 391     4.250  -19704081.417  32669970   0.00717  -0.00588
 392     4.190  -19703826.312  31867320  -0.00339  -0.00552
 393     4.240  -19704125.064  32416927  -0.00052  -0.00357
 394     4.120  -19703995.472  32553727  -0.00126  -0.00553
 395     4.200  -19704031.458  33313351  -0.00091  -0.00658
 396     4.030  -19704086.456  33489191   0.00550  -0.00294
 397     4.010  -19704258.857  29879598   0.00575   0.00334
 398     4.180  -19704194.896  32405895   0.00249  -0.00359
 399     4.200  -19703823.759  32575749  -0.00395  -0.00377
 400     4.150  -19704130.300  29165549   0.00154   0.00756
 401     4.220  -19704048.047  32306575  -0.00755  -0.00009
 402     3.950  -19704214.811  31103830   0.00049  -0.00033
 403     4.130  -19703974.300  32733760   0.00599  -0.00575
 404     4.040  -19704234.940  31844546  -0.00097  -0.00010
 405     4.160  -19703989.255  31562052  -0.00444  -0.00031
 406     4.160  -19703851.560  31090195  -0.00693   0.00142
 407     4.140  -19704294.780  29012678  -0.00981   0.00593
 408     4.170  -19704053.493  30778777  -0.00612   0.00206
 409     4.130  -19704228.323  31945603   0.00026  -0.00140
 410     4.120  -19704138.229  34319774   0.00095  -0.00956
 411     4.140  -19704233.675  29797626   0.00597   0.00527
 412     3.850  -19704383.062  30254497   0.00274   0.00330
 413     4.030  -19704264.331  30834510  -0.00202   0.00213
 414     4.140  -19703829.332  30736967  -0.00217   0.00318
 415     3.950  -19704006.026  31347552   0.00083  -0.00076
 416     4.210  -19703884.188  30336953   0.00071   0.00107
 417     4.090  -19704076.554  30804243  -0.00267   0.00194
 418     4.080  -19703791.031  31048445  -0.00275  -0.00103
 419     3.930  -19704150.330  29372441  -0.00844   0.00533
 420     4.030  -19704003.617  31216226   0.00174   0.00078
 421     4.210  -19703984.861  29285013  -0.00066   0.00623
 422     4.060  -19704573.192  28108971   0.00249   0.00971
 423     4.000  -19704285.050  32347782   0.00449   0.00125
 424     4.140  -19703906.888  30775251  -0.01284  -0.00110
 425     4.240  -19704339.676  30563012   0.00195   0.00251
 426     4.090  -19704063.919  32904879   0.00709  -0.00235
 427     4.080  -19703776.745  32051047  -0.00392  -0.00321
 428     4.160  -19703900.851  30111978  -0.00122   0.00367
 429     4.070  -19704392.125  30488265   0.00883   0.00222
 430     4.020  -19704270.452  30099573  -0.00021   0.00413
 431     3.970  -19704334.266  29679295   0.00487   0.00710
 432     4.180  -19704185.908  30033360  -0.00377   0.00340
 433     3.970  -19704256.577  31450162   0.00133  -0.00095
 434     4.080  -19704215.307  32118314  -0.00159  -0.00204
 435     4.090  -19704373.739  30974494   0.00632   0.00214
 436     3.970  -19704189.880  34073716   0.00784  -0.00794
 437     3.940  -19704361.785  30801168   0.00080   0.00015
 438     4.160  -19704413.527  30381848   0.00357   0.00209
 439     4.110  -19704168.071  34466506   0.00179  -0.00942
 440     4.020  -19704362.702  29827980   0.00473   0.00504
 441     4.000  -19704328.862  29814547   0.00570   0.00472
 442     4.150  -19703974.359  32794882  -0.00772  -0.00398
 443     4.010  -19703947.477  31554595  -0.00224  -0.00156
 444     4.030  -19704025.186  30020628  -0.00338   0.00302
 445     4.020  -19704426.871  27515827  -0.00139   0.01160
 446     3.960  -19703898.943  33053388   0.00327  -0.00716
 447     4.010  -19704219.853  31359940  -0.00180   0.00016
 448     4.130  -19704358.138  30295509   0.00325   0.00300
 449     4.040  -19704155.234  31789873   0.00506  -0.00131
 450     3.900  -19704265.498  29602203   0.00516   0.00602
 451     4.060  -19704207.557  29654306  -0.00358   0.00296
 452     4.160  -19704116.261  32267070   0.00394  -0.00388
 453     4.220  -19704035.610  29775337  -0.00522   0.00396
 454     4.130  -19704461.342  30136765  -0.00332   0.00178
 455     3.860  -19704189.683  33133475   0.00426  -0.00556
 456     4.100  -19704139.658  30640227   0.00243   0.00101
 457     3.980  -19704329.211  30007194   0.00270   0.00481
 458     4.080  -19704005.665  29715102  -0.00230   0.00267
 459     3.930  -19703889.605  31477904  -0.00451  -0.00003
 460     3.980  -19704138.376  31842140  -0.00088  -0.00318
 461     3.950  -19704299.139  30905655   0.00343   0.00185
 462     4.000  -19704227.773  31050796   0.00881   0.00061
 463     4.210  -19703908.692  30428561  -0.00842   0.00443
 464     4.140  -19703915.932  32393131  -0.00716  -0.00318
 465     3.990  -19704309.952  31905935  -0.00263  -0.00253
 466     4.000  -19704354.889  29447627   0.00661   0.00519
 467     3.950  -19703721.523  33133057   0.00207  -0.00408
 468     3.950  -19704467.494  30593812   0.00924   0.00253
 469     4.000  -19704248.699  30962205   0.00309   0.00151
 470     4.070  -19704027.046  32717174   0.00398  -0.00324
 471     4.060  -19704452.517  28859813   0.00322   0.00643
 472     4.210  -19703945.916  31792943   0.00123  -0.00115
 473     3.850  -19704269.865  32641037  -0.00104  -0.00298
 474     4.150  -19704186.456  29375934   0.00193   0.00530
 475     3.890  -19704312.306  30450087   0.00345   0.00227
 476     4.200  -19703959.335  31769573   0.00032  -0.00082
