Distribution of estimated Rho values

Shuffle   Rho    Lkmax      G4     corr(r2,d)   corr(D',d)

   1     0.500  -23042261.038  1633632   0.00440   0.00341
   2     0.500  -23042214.958  1451948  -0.00301   0.00637
   3     0.500  -23042275.682  1878386   0.00401  -0.00103
   4     0.500  -23042223.992  1785603   0.00140   0.00094
   5     0.500  -23042325.933  1472612   0.00439   0.00624
   6     0.500  -23042255.299  1707120   0.00841   0.00241
   7     0.500  -23042272.744  2066746   0.00672  -0.00347
   8     0.500  -23042315.408  1561389   0.00946   0.00473
   9     0.500  -23042290.403  1598370   0.00291   0.00415
  10     0.500  -23042157.651  2093441  -0.01165  -0.00506
  11     0.500  -23042228.546  1733942  -0.00723   0.00188
  12     0.500  -23042253.109  1678750   0.00559   0.00223
  13     0.500  -23042357.409  1597308   0.00708   0.00382
  14     0.500  -23042227.245  2110288   0.00375  -0.00493
  15     0.500  -23042285.939  1763624  -0.00076   0.00140
  16     0.500  -23042215.182  1561655  -0.00276   0.00475
  17     0.500  -23042187.159  2053430   0.00789  -0.00373
  18     0.500  -23042401.250  1641836   0.00215   0.00373
  19     0.500  -23042413.974  1576368   0.00964   0.00451
  20     0.500  -23042286.486  1410955  -0.01618   0.00756
  21     0.500  -23042241.792  1479963  -0.01467   0.00669
  22     0.500  -23042170.349  1709096  -0.00618   0.00230
  23     0.500  -23042252.179  1868545   0.00145  -0.00082
  24     0.500  -23042342.268  1413423   0.00272   0.00733
  25     0.500  -23042223.159  2012161  -0.00306  -0.00340
  26     0.500  -23042177.324  2834361   0.00869  -0.01708
  27     0.500  -23042140.244  2456918  -0.00511  -0.01091
  28     0.500  -23042176.175  2629574   0.00529  -0.01410
  29     0.500  -23042326.833  1639715  -0.00120   0.00344
  30     0.500  -23042220.253  1408953  -0.01236   0.00700
  31     0.500  -23042309.138  1510684   0.01302   0.00527
  32     0.500  -23042253.327  2303210  -0.00844  -0.00858
  33     0.500  -23042305.359  1583618   0.00419   0.00459
  34     0.500  -23042172.716  2455807   0.00195  -0.01109
  35     0.500  -23042308.827  1864842  -0.01297  -0.00031
  36     0.500  -23042290.944  1783448   0.00819   0.00134
  37     0.500  -23042238.156  1935556  -0.00013  -0.00230
  38     0.500  -23042239.647  2247102   0.00697  -0.00708
  39     0.500  -23042336.427  1539567   0.00501   0.00483
  40     0.500  -23042314.491  1484431   0.00338   0.00599
  41     0.500  -23042266.257  1439830   0.01243   0.00662
  42     0.500  -23042206.603  2111271   0.00608  -0.00467
  43     0.500  -23042272.313  1398194  -0.00493   0.00789
  44     0.500  -23042372.203  1575599   0.01507   0.00476
  45     0.500  -23042237.490  2451125  -0.00296  -0.01116
  46     0.500  -23042275.478  1586359  -0.00591   0.00423
  47     0.500  -23042292.399  2153858   0.00832  -0.00600
  48     0.500  -23042240.341  1364057  -0.00794   0.00811
  49     0.500  -23042350.156  1697357   0.01706   0.00269
  50     0.500  -23042456.054  1480377   0.01725   0.00636
  51     0.500  -23042285.871  1906338   0.00462  -0.00190
  52     0.500  -23042194.736  1745531  -0.00498   0.00121
  53     0.500  -23042211.830  2193193  -0.00700  -0.00672
  54     0.500  -23042276.489  2453635  -0.00091  -0.01067
  55     0.500  -23042287.620  1665452  -0.01580   0.00292
  56     0.500  -23042327.744  1405524   0.01208   0.00715
  57     0.500  -23042207.856  1661511  -0.00795   0.00316
  58     0.500  -23042252.840  1837727   0.00269   0.00003
  59     0.500  -23042350.030  2061202   0.00915  -0.00409
  60     0.500  -23042239.542  1379227   0.00598   0.00769
  61     0.500  -23042228.737  2747698  -0.00697  -0.01602
  62     0.500  -23042322.498  1645066  -0.00185   0.00306
  63     0.500  -23042255.505  2369525   0.01254  -0.00962
  64     0.500  -23042276.008  1961032   0.00638  -0.00209
  65     0.500  -23042313.103  2179664   0.01203  -0.00570
  66     0.500  -23042326.388  1485261   0.00208   0.00601
  67     0.500  -23042256.116  2357200  -0.00964  -0.00863
  68     0.500  -23042300.395  1627571   0.00154   0.00348
  69     0.500  -23042305.776  1569292   0.00147   0.00449
  70     0.500  -23042371.394  1767286   0.01232   0.00152
  71     0.500  -23042100.959  2671217  -0.00047  -0.01450
  72     0.500  -23042275.152  1316373  -0.00536   0.00906
  73     0.500  -23042301.055  1877033   0.00696  -0.00073
  74     0.500  -23042289.202  2191201   0.00656  -0.00582
  75     0.500  -23042248.324  1459156  -0.00214   0.00637
  76     0.500  -23042216.175  1510510  -0.00439   0.00564
  77     0.500  -23042351.195  1448273   0.00446   0.00659
  78     0.500  -23042288.205  2256089   0.00796  -0.00739
  79     0.500  -23042277.293  1451536   0.00931   0.00649
  80     0.500  -23042175.079  2478358  -0.00130  -0.01108
  81     0.500  -23042304.576  1708816   0.00430   0.00218
  82     0.500  -23042308.279  1467984  -0.00256   0.00652
  83     0.500  -23042250.997  1985389  -0.00984  -0.00250
  84     0.500  -23042239.840  1647076  -0.00825   0.00336
  85     0.500  -23042236.544  1822226  -0.00082   0.00028
  86     0.500  -23042173.132  1883067  -0.00652  -0.00104
  87     0.500  -23042297.113  1346263  -0.00971   0.00871
  88     0.500  -23042132.884  1972282  -0.00447  -0.00194
  89     0.500  -23042192.393  1378507  -0.00187   0.00763
  90     0.500  -23042453.644  1678199   0.01689   0.00291
  91     0.500  -23042255.056  2472589   0.00023  -0.01126
  92     0.500  -23042268.530  1839598  -0.02201   0.00015
  93     0.500  -23042288.046  1925535  -0.00183  -0.00146
  94     0.500  -23042127.744  1937063  -0.00780  -0.00204
  95     0.500  -23042243.953  1868308  -0.00256  -0.00062
  96     0.500  -23042291.672  1962377   0.00520  -0.00246
  97     0.500  -23042162.997  1396495  -0.01123   0.00771
  98     0.500  -23042292.049  1661134  -0.00489   0.00285
  99     0.500  -23042266.420  1635066  -0.00291   0.00348
 100     0.500  -23042218.923  2404605   0.01135  -0.01016
 101     0.500  -23042312.197  1520125  -0.00027   0.00539
 102     0.500  -23042269.560  2258451  -0.00465  -0.00770
 103     0.500  -23042330.525  1510145   0.00430   0.00545
 104     0.500  -23042255.599  1384171  -0.00755   0.00771
 105     0.500  -23042241.703  1960069   0.00708  -0.00251
 106     0.500  -23042237.260  2361278  -0.00728  -0.00875
 107     0.500  -23042288.969  1340785  -0.01002   0.00877
 108     0.500  -23042266.710  1565052  -0.00104   0.00493
 109     0.500  -23042461.370  1483339   0.01739   0.00601
 110     0.500  -23042188.879  2457662  -0.00196  -0.01032
 111     0.500  -23042226.876  1366246  -0.00524   0.00796
 112     0.500  -23042213.692  2554816  -0.00548  -0.01197
 113     0.500  -23042268.082  2178153  -0.00059  -0.00644
 114     0.500  -23042326.485  1579095  -0.00779   0.00440
 115     0.500  -23042316.927  1485363   0.00060   0.00615
 116     0.500  -23042174.053  2521248   0.00363  -0.01219
 117     0.500  -23042243.478  1780748  -0.00432   0.00064
 118     0.500  -23042110.034  1439859  -0.01701   0.00690
 119     0.500  -23042363.421  1788947   0.01123   0.00012
 120     0.500  -23042259.859  2109645  -0.01100  -0.00450
 121     0.500  -23042268.766  1642772  -0.00308   0.00348
 122     0.500  -23042281.422  2371213   0.01337  -0.00927
 123     0.500  -23042172.456  1380187  -0.00511   0.00779
 124     0.500  -23042281.539  1648994   0.00541   0.00249
 125     0.500  -23042328.374  1613373   0.00876   0.00367
 126     0.500  -23042228.970  2419308  -0.00511  -0.01026
 127     0.500  -23042301.857  1868043   0.00322  -0.00045
 128     0.500  -23042153.122  1786223   0.00103   0.00103
 129     0.500  -23042285.896  1589416  -0.00206   0.00404
 130     0.500  -23042219.028  2040777  -0.00554  -0.00349
 131     0.500  -23042321.428  1892267   0.00769  -0.00112
 132     0.500  -23042268.995  1603288  -0.00230   0.00424
 133     0.500  -23042315.827  2065560   0.00858  -0.00380
 134     0.500  -23042115.419  1258733  -0.02196   0.00963
 135     0.500  -23042245.945  1932643   0.00063  -0.00152
 136     0.500  -23042247.021  1355953  -0.00889   0.00845
 137     0.500  -23042201.167  2109091  -0.00073  -0.00525
 138     0.500  -23042219.457  1261494  -0.01934   0.00985
 139     0.500  -23042270.727  1708494  -0.00924   0.00217
 140     0.500  -23042345.589  2150147   0.00684  -0.00596
 141     0.500  -23042331.510  2003590   0.00058  -0.00301
 142     0.500  -23042263.164  1787513  -0.00625   0.00088
 143     0.500  -23042160.707  1666181  -0.01094   0.00301
 144     0.500  -23042272.263  2139901   0.00139  -0.00515
 145     0.500  -23042089.231  2069924  -0.00462  -0.00406
 146     0.500  -23042297.339  1529325   0.00208   0.00498
 147     0.500  -23042260.291  1504810   0.00386   0.00580
 148     0.500  -23042159.188  2018444  -0.00273  -0.00303
 149     0.500  -23042167.555  1713427  -0.00122   0.00186
 150     0.500  -23042283.076  2613394   0.00168  -0.01400
 151     0.500  -23042111.492  1499107  -0.01104   0.00579
 152     0.500  -23042355.760  1387609  -0.00024   0.00786
 153     0.500  -23042283.770  1341332  -0.00615   0.00858
 154     0.500  -23042345.068  1347070  -0.00107   0.00851
 155     0.500  -23042292.063  2135958   0.00409  -0.00529
 156     0.500  -23042175.242  2712961  -0.01932  -0.01581
 157     0.500  -23042160.879  1937315  -0.00895  -0.00139
 158     0.500  -23042318.499  1401734   0.00369   0.00749
 159     0.500  -23042204.840  1768915  -0.00391   0.00069
 160     0.500  -23042277.025  1410260   0.00779   0.00728
 161     0.500  -23042286.020  2670323   0.00513  -0.01446
 162     0.500  -23042230.089  1860473   0.00130  -0.00054
 163     0.500  -23042408.938  1852476   0.01404  -0.00035
 164     0.500  -23042179.566  2215431  -0.01577  -0.00655
 165     0.500  -23042280.107  1893453   0.00460  -0.00096
 166     0.500  -23042287.686  2122064   0.00249  -0.00543
 167     0.500  -23042383.089  1503906   0.00507   0.00586
 168     0.500  -23042263.628  2520548   0.00725  -0.01280
 169     0.500  -23042210.256  2112803  -0.00678  -0.00495
 170     0.500  -23042200.915  1513346  -0.00739   0.00579
 171     0.500  -23042317.595  1444889   0.00812   0.00692
 172     0.500  -23042124.256  2581076  -0.00029  -0.01286
 173     0.500  -23042436.437  1435217   0.01085   0.00691
 174     0.500  -23042290.439  1432336  -0.00368   0.00702
 175     0.500  -23042272.462  1383994  -0.00257   0.00766
 176     0.500  -23042237.236  1491392  -0.00139   0.00591
 177     0.500  -23042154.815  2066956  -0.00806  -0.00398
