Distribution of estimated Rho values

Shuffle   Rho    Lkmax      G4     corr(r2,d)   corr(D',d)

   1     4.250  -15964407.709  21309161  -0.00202   0.00228
   2     4.220  -15964167.551  23333350   0.00125  -0.00736
   3     4.260  -15964476.658  21004037   0.00057   0.00310
   4     4.160  -15964295.782  21982049  -0.00261  -0.00050
   5     4.250  -15964299.657  21816466   0.00004  -0.00031
   6     4.330  -15964357.417  21224364  -0.00398   0.00003
   7     4.260  -15964431.493  20441490  -0.00374   0.00536
   8     4.230  -15964557.547  22230912   0.00232  -0.00041
   9     4.130  -15964398.764  21146884   0.00038   0.00164
  10     4.270  -15964405.393  22132025  -0.00137  -0.00133
  11     4.120  -15964445.515  22686037   0.00605  -0.00249
  12     4.290  -15964381.274  21604984  -0.00261  -0.00114
  13     4.410  -15964475.295  20781092   0.00163   0.00154
  14     4.350  -15964332.529  20950218   0.00065   0.00298
  15     4.380  -15964225.009  22336077  -0.00048  -0.00194
  16     4.420  -15964485.445  20084940  -0.00632   0.00606
  17     4.310  -15964387.892  22334468   0.00218  -0.00389
  18     4.310  -15964690.772  20029803   0.00630   0.00411
  19     4.240  -15964304.107  21776953  -0.00122   0.00089
  20     4.290  -15964404.511  22616087   0.00226  -0.00287
  21     4.170  -15964416.149  23813311   0.00497  -0.00540
  22     4.130  -15964457.398  21882654  -0.00113  -0.00089
  23     4.340  -15964400.905  20233582  -0.00244   0.00640
  24     4.380  -15964281.319  22084077   0.00289  -0.00226
  25     4.450  -15963863.394  24041715  -0.00258  -0.00871
  26     4.390  -15964581.624  21383877   0.00299   0.00174
  27     4.190  -15964450.499  21075242  -0.00258   0.00440
  28     4.210  -15964502.932  21708873   0.00243   0.00055
  29     4.500  -15964463.362  23774470  -0.00034  -0.00831
  30     4.250  -15964465.043  22347513   0.00244  -0.00029
  31     4.280  -15964645.886  22181161   0.00410  -0.00175
  32     4.300  -15964546.940  20951536  -0.00019   0.00460
  33     4.290  -15964462.712  22763111   0.00367  -0.00220
  34     4.180  -15964434.526  22295769   0.00257  -0.00116
  35     4.380  -15964561.430  20315339  -0.00119   0.00479
  36     4.320  -15964270.148  21014849  -0.00119   0.00299
  37     4.220  -15964315.112  22243629  -0.00138  -0.00167
  38     4.340  -15964327.881  24335540   0.00388  -0.01069
  39     4.250  -15964285.588  21746566   0.00224  -0.00100
  40     4.420  -15964157.265  20739479  -0.00659   0.00247
  41     4.090  -15964416.788  19198931  -0.00103   0.00993
  42     4.170  -15964526.491  20610081   0.00077   0.00560
  43     4.320  -15964497.220  20268724  -0.00221   0.00396
  44     4.420  -15964090.624  22644438   0.00010  -0.00485
  45     4.350  -15964263.342  23591957  -0.00547  -0.00667
  46     4.180  -15964317.527  21492731  -0.00082   0.00043
  47     4.250  -15964534.709  21251811   0.00552   0.00103
  48     4.350  -15964461.731  21823473  -0.00037   0.00086
  49     4.280  -15964422.565  18924332  -0.00235   0.01070
  50     4.420  -15964509.113  21400756   0.00383   0.00113
  51     4.280  -15964432.423  21541369   0.00076   0.00254
  52     4.340  -15964342.168  21725464  -0.00057  -0.00140
  53     4.260  -15964511.182  21209025  -0.00104   0.00318
  54     4.370  -15964466.118  19679870  -0.00347   0.00724
  55     4.210  -15964216.672  22340203  -0.00258  -0.00147
  56     4.330  -15964328.240  20945878  -0.00388   0.00343
  57     4.230  -15964121.673  24168803  -0.00091  -0.00814
  58     4.200  -15964286.974  24282399   0.00819  -0.00991
  59     4.240  -15964334.294  20702845  -0.00167   0.00468
  60     4.260  -15964236.674  21411447  -0.00802   0.00111
  61     4.190  -15964815.615  19881008   0.00389   0.00757
  62     4.250  -15964520.018  22394823  -0.00192  -0.00212
  63     4.380  -15964510.885  20949183   0.00118   0.00398
  64     4.350  -15964556.931  23153824   0.00367  -0.00621
  65     4.260  -15964522.517  20566794   0.00064   0.00293
  66     4.280  -15964385.591  21626442   0.00097   0.00162
  67     4.210  -15964545.415  21241583   0.00378   0.00084
  68     4.220  -15964616.451  20552137  -0.00558   0.00420
  69     4.420  -15964495.101  22396905  -0.00202  -0.00357
  70     4.270  -15964459.868  20541936  -0.00261   0.00443
  71     4.430  -15964145.064  23931917  -0.00920  -0.00863
  72     4.420  -15964151.268  22942797  -0.00291  -0.00423
  73     4.250  -15964403.874  22564491   0.00568  -0.00330
  74     4.370  -15964270.711  21735710  -0.00119   0.00188
  75     4.340  -15964397.757  21971068  -0.00271  -0.00068
  76     4.330  -15964221.886  21359950  -0.00628   0.00361
  77     4.250  -15964156.381  20980932  -0.00354   0.00347
  78     4.310  -15964146.784  21522735  -0.00290   0.00103
  79     4.280  -15964371.923  21496862   0.00016   0.00082
  80     4.290  -15964028.231  21469478  -0.00269   0.00117
  81     4.260  -15964220.182  23265740   0.00060  -0.00551
  82     4.340  -15964365.447  21442689   0.00050   0.00118
  83     4.230  -15964437.138  21512815   0.00173   0.00265
  84     4.150  -15964548.685  21437731  -0.00311   0.00058
  85     4.270  -15964508.251  21080399   0.00230   0.00126
  86     4.280  -15964392.301  21358926  -0.00010   0.00096
  87     4.250  -15964298.343  23809138   0.00491  -0.00663
  88     4.310  -15964225.644  19395227  -0.00534   0.00964
  89     4.330  -15964498.474  20242843  -0.00031   0.00442
  90     4.170  -15964379.413  19798788  -0.00506   0.00782
  91     4.230  -15964272.718  21600868  -0.00402   0.00230
  92     4.450  -15964404.168  19958366  -0.00626   0.00724
  93     4.170  -15964437.047  21020442  -0.00548   0.00282
  94     4.360  -15964321.484  22182788   0.00085  -0.00151
  95     4.260  -15964234.477  20811006  -0.00311   0.00281
  96     4.310  -15964246.757  23377744  -0.00017  -0.00761
  97     4.340  -15964363.203  22019592   0.00447  -0.00047
  98     4.230  -15964364.389  21300743  -0.00231   0.00153
  99     4.150  -15964540.143  21171207   0.00230   0.00152
 100     4.170  -15964445.008  21743116  -0.00378  -0.00149
 101     4.210  -15964527.862  20252111  -0.00003   0.00706
 102     4.380  -15964110.521  20833798  -0.00450   0.00205
 103     4.230  -15964269.624  20979997  -0.00524   0.00404
 104     4.290  -15964469.543  21877186   0.00565  -0.00029
 105     4.190  -15964322.841  22848515   0.00308  -0.00100
 106     4.320  -15964179.531  23538116   0.00509  -0.00647
 107     4.390  -15964395.971  20252114  -0.00369   0.00472
 108     4.440  -15964331.885  23995221   0.00088  -0.00843
