Distribution of estimated Rho values

Shuffle   Rho    Lkmax      G4     corr(r2,d)   corr(D',d)

   1     3.450  -14304932.891  10243714  -0.00300   0.00477
   2     3.490  -14304964.557  11622290   0.00289  -0.00417
   3     3.310  -14305142.510  11199921   0.00266  -0.00271
   4     3.420  -14305152.043  10525063  -0.00229   0.00306
   5     3.500  -14304854.351  10176992  -0.00440   0.00193
   6     3.380  -14304880.673  10486482   0.00074   0.00120
   7     3.500  -14304845.314  11544317  -0.00007  -0.00592
   8     3.440  -14305017.963  10533868   0.00188   0.00201
   9     3.410  -14305009.984  11177370  -0.00098  -0.00184
  10     3.340  -14304982.090  11251661  -0.00206  -0.00068
  11     3.430  -14305052.397  9735665  -0.00363   0.00562
  12     3.490  -14304844.667  10427416  -0.00430   0.00233
  13     3.460  -14305003.002  10591498  -0.00096  -0.00055
  14     3.450  -14304813.392  11779952   0.00136  -0.00443
  15     3.470  -14304938.315  11363381  -0.00101  -0.00400
  16     3.350  -14305000.373  10506064   0.00345   0.00159
  17     3.330  -14305116.862  9645597  -0.00100   0.00740
  18     3.390  -14305035.581  9977643  -0.00058   0.00529
  19     3.420  -14304995.663  11510788   0.00487  -0.00363
  20     3.450  -14305017.903  10735316   0.00311   0.00058
  21     3.410  -14304971.192  10519716   0.00472   0.00101
  22     3.440  -14305084.132  10151683   0.00317   0.00702
  23     3.420  -14304934.248  10835776   0.00115   0.00064
  24     3.400  -14304742.457  11390275   0.00207  -0.00178
  25     3.410  -14305101.173  11079613   0.00302  -0.00225
  26     3.360  -14305035.579  11489640   0.00302  -0.00281
  27     3.380  -14305030.688  10927057   0.00303  -0.00204
  28     3.450  -14304840.140  11578953  -0.00234  -0.00460
  29     3.450  -14304965.351  10498383   0.00333   0.00358
  30     3.450  -14304978.527  10075939   0.00079   0.00458
  31     3.380  -14304959.457  10484322  -0.00341   0.00317
  32     3.370  -14304920.989  10709288  -0.00566   0.00092
  33     3.460  -14304958.696  10838298  -0.00260   0.00080
  34     3.370  -14304976.199  10058668  -0.00173   0.00285
  35     3.340  -14304827.652  10939834  -0.00810   0.00131
  36     3.330  -14305129.529  10445394   0.00317   0.00202
  37     3.410  -14304900.747  10820239  -0.00247  -0.00170
  38     3.430  -14304955.985  10579136   0.00198   0.00052
  39     3.390  -14305082.841  11339408   0.00091  -0.00230
  40     3.440  -14305034.784  10396349  -0.00614   0.00141
  41     3.380  -14304958.222  10566300   0.00199   0.00551
  42     3.390  -14305071.865  10289041   0.00161   0.00339
  43     3.390  -14304814.906  12113241  -0.00478  -0.00729
  44     3.420  -14305018.215  10862604   0.00184   0.00049
  45     3.380  -14304987.600  11362379  -0.00486  -0.00224
  46     3.350  -14305091.752  11013176   0.00055  -0.00220
  47     3.320  -14305002.918  9591981  -0.00259   0.00748
  48     3.460  -14304970.039  10871506  -0.00089   0.00191
  49     3.350  -14305195.413  10899207   0.00560   0.00189
  50     3.350  -14305207.142  10461962   0.00077   0.00236
  51     3.400  -14304938.708  12401211  -0.00011  -0.00872
  52     3.380  -14305047.018  9521123  -0.00143   0.00944
  53     3.490  -14304934.223  10153440  -0.00177   0.00325
  54     3.370  -14305044.072  10803886   0.00099   0.00027
  55     3.340  -14305105.811  10210658  -0.00028   0.00513
  56     3.390  -14304896.693  10554974  -0.00334   0.00043
  57     3.430  -14304875.648  11008122   0.00046   0.00033
  58     3.450  -14305067.041  11254765   0.00596  -0.00205
  59     3.390  -14304833.722  11420057  -0.00567  -0.00401
  60     3.530  -14304933.191  9428866   0.00059   0.00901
  61     3.400  -14304926.364  11567908  -0.00237  -0.00343
